"V0","clusters"
"NUI0469","T3"
"NUI0445","T2"
"NUI0458","T1"
"NUI0428","T2"
"NUI0412","T3"
"NUI0468","T3"
"NUI0467","T3"
"NUI0480","T1"
"NUI0479","T1"
"NUI0472","T4"
"NUI0471","T3"
"NUI0466","T2"
"NUI0447","T2"
"NUI0476","T3"
"NUI0475","T1"
"NUI0496","T1"
"NUI0493","T3"
"NUI0484","T1"
"NUI0482","T1"
"NUI0474","T4"
"NUI0473","T4"
"NUI0429","T3"
"NUI0460","T2"
"NUI0450","T2"
"NUI0433","T2"
"NUI0456","T3"
"NUI0464","T1"
"NUI0437","T4"
"NUI0441","T3"
"NUI0453","T2"
"NUI0419","T2"
"NUI0454","T2"
"NUI0451","T2"
"NUI0410","T1"
"NUI0430","T1"
"NUI0413","T3"
"NUI0425","T2"
"NUI0418","T2"
"NUI0439","T2"
"NUI0449","T2"
"NUI0440","T2"
"NUI0435","T2"
"NUI0415","T1"
"NUI0417","T2"
"NUI0427","T2"
"NUI0420","T1"
"NUI0446","T2"
"NUI0424","T2"
"NUI0462","T3"
"NUI0414","T2"
"NUI0422","T1"
"NUI0436","T2"
"NUI0647","T4"
"NUI0633","T3"
"NUI0649","T2"
"NUI0648","T3"
"NUI0630","T3"
"NUI0642","T4"
"NUI0632","T2"
"NUI0631","T3"
"NUI0656","T3"
"NUI0646","T2"
"NUI0659","T2"
"NUI0658","T3"
"NUI0643","T2"
"NUI0650","T3"
"NUI0645","T2"
"NUI0644","T2"
"NUI0666","T3"
"NUI0655","T2"
"NUI0668","T3"
"NUI0667","T3"
"NUI0652","T2"
"NUI0660","T2"
"NUI0654","T2"
"NUI0653","T2"
"NUI0611","T2"
"NUI0665","T3"
"NUI0618","T2"
"NUI0617","T3"
"NUI0661","T3"
"NUI0669","T2"
"NUI0664","T3"
"NUI0662","T2"
"NUI0589","T2"
"NUI0880","T1"
"NUI0591","T2"
"NUI0590","T2"
"NUI0877","T1"
"NUI0883","T1"
"NUI0879","T1"
"NUI0878","T1"
"NUI0616","T2"
"NUI0588","T2"
"NUI0620","T3"
"NUI0619","T2"
"NUI0584","T3"
"NUI0610","T2"
"NUI0587","T2"
"NUI0585","T2"
"NUI0626","T2"
"NUI0615","T2"
"NUI0628","T2"
"NUI0627","T2"
"NUI0612","T2"
"NUI0621","T3"
"NUI0614","T2"
"NUI0613","T2"
"NUI0635","T3"
"NUI0625","T2"
"NUI0638","T2"
"NUI0636","T2"
"NUI0622","T2"
"NUI0629","T3"
"NUI0624","T2"
"NUI0623","T3"
"NUI0857","T1"
"NUI0850","T3"
"NUI0859","T1"
"NUI0858","T1"
"NUI0831","T4"
"NUI0852","T1"
"NUI0851","T3"
"NUI0843","T3"
"NUI0865","T1"
"NUI0856","T1"
"NUI0867","T1"
"NUI0866","T1"
"NUI0853","T1"
"NUI0860","T1"
"NUI0855","T1"
"NUI0854","T1"
"NUI0873","T1"
"NUI0864","T1"
"NUI0875","T1"
"NUI0874","T1"
"NUI0861","T1"
"NUI0868","T1"
"NUI0863","T1"
"NUI0862","T1"
"NUI0881","T1"
"NUI0872","T1"
"NUI0886","T1"
"NUI0882","T1"
"NUI0869","T1"
"NUI0876","T1"
"NUI0871","T1"
"NUI0870","T1"
"NUI0791","T2"
"NUI0775","T3"
"NUI0796","T2"
"NUI0792","T2"
"NUI0769","T3"
"NUI0804","T3"
"NUI0772","T2"
"NUI0770","T3"
"NUI0778","T3"
"NUI0789","T3"
"NUI0806","T1"
"NUI0805","T1"
"NUI0786","T3"
"NUI0799","T3"
"NUI0788","T1"
"NUI0787","T3"
"NUI0828","T1"
"NUI0785","T3"
"NUI0833","T1"
"NUI0834","T1"
"NUI0745","T1"
"NUI0807","T1"
"NUI0754","T3"
"NUI0751","T3"
"NUI0885","T1"
"NUI0827","T1"
"NUI0884","T3"
"NUI0887","T1"
"NUI0808","T1"
"NUI0832","T1"
"NUI0820","T3"
"NUI0809","T1"
"NUI0800","T1"
"NUI0779","T3"
"NUI0738","T2"
"NUI0801","T1"
"NUI0774","T3"
"NUI0793","T1"
"NUI0777","T3"
"NUI0776","T3"
"NUI0747","T2"
"NUI0798","T1"
"NUI0749","T1"
"NUI0748","T3"
"NUI0794","T3"
"NUI0739","T2"
"NUI0797","T1"
"NUI0795","T3"
"NUI0761","T2"
"NUI0744","T1"
"NUI0766","T3"
"NUI0763","T2"
"NUI0740","T2"
"NUI0750","T1"
"NUI0743","T3"
"NUI0742","T3"
"NUI0781","T3"
"NUI0759","T3"
"NUI0784","T3"
"NUI0783","T3"
"NUI0752","T1"
"NUI0768","T3"
"NUI0758","T3"
"NUI0757","T2"
"NUI0735","T1"
"NUI1228","T3"
"NUI0727","T1"
"NUI0736","T1"
"NUI1225","T3"
"NUI1232","T2"
"NUI1227","T2"
"NUI1226","T2"
"NUI0765","T3"
"NUI0734","T3"
"NUI0746","T3"
"NUI0737","T3"
"NUI0731","T1"
"NUI0728","T1"
"NUI0732","T1"
"NUI0733","T1"
"NUI0764","T1"
"NUI0741","T2"
"NUI0771","T3"
"NUI0767","T3"
"NUI0729","T1"
"NUI0753","T1"
"NUI0803","T4"
"NUI0802","T2"
"NUI0780","T3"
"NUI0762","T3"
"NUI0790","T1"
"NUI0782","T3"
"NUI0755","T3"
"NUI0773","T3"
"NUI0760","T3"
"NUI0756","T3"
"NUI1064","T1"
"NUI1020","T1"
"NUI1063","T1"
"NUI1065","T3"
"NUI1015","T1"
"NUI1056","T1"
"NUI1019","T1"
"NUI1016","T3"
"NUI1213","T3"
"NUI1051","T3"
"NUI1215","T1"
"NUI1214","T3"
"NUI1057","T3"
"NUI1059","T3"
"NUI1050","T1"
"NUI1061","T3"
"NUI1221","T3"
"NUI1212","T3"
"NUI1223","T3"
"NUI1222","T3"
"NUI1060","T1"
"NUI1216","T2"
"NUI1211","T2"
"NUI1062","T4"
"NUI1229","T3"
"NUI1220","T3"
"NUI1231","T2"
"NUI1230","T3"
"NUI1217","T3"
"NUI1224","T3"
"NUI1219","T2"
"NUI1218","T3"
"NUI1045","T1"
"NUI1044","T1"
"NUI1030","T1"
"NUI1046","T1"
"NUI1025","T1"
"NUI1021","T3"
"NUI1023","T1"
"NUI1026","T1"
"NUI1029","T3"
"NUI1028","T3"
"NUI1032","T1"
"NUI1048","T1"
"NUI1033","T1"
"NUI1031","T1"
"NUI1027","T1"
"NUI1036","T1"
"NUI1035","T2"
"NUI1041","T4"
"NUI1013","T2"
"NUI1037","T1"
"NUI1042","T1"
"NUI1034","T1"
"NUI1039","T1"
"NUI1038","T1"
"NUI1040","T4"
"NUI1024","T1"
"NUI1049","T3"
"NUI1058","T3"
"NUI1043","T3"
"NUI1014","T2"
"NUI1018","T1"
"NUI1017","T3"
"NUI1101","T3"
"NUI1105","T3"
"NUI1096","T1"
"NUI1097","T4"
"NUI1109","T1"
"NUI1110","T2"
"NUI1106","T3"
"NUI1107","T3"
"NUI1079","T3"
"NUI1081","T3"
"NUI1077","T3"
"NUI1078","T3"
"NUI1089","T3"
"NUI1093","T3"
"NUI1085","T3"
"NUI1088","T3"
"NUI1067","T3"
"NUI1068","T1"
"NUI1083","T3"
"NUI1066","T1"
"NUI1075","T2"
"NUI1076","T2"
"NUI1071","T1"
"NUI1072","T1"
"NUI1141","T3"
"NUI1129","T3"
"NUI1164","T3"
"NUI1171","T3"
"NUI1084","T3"
"NUI1082","T3"
"NUI1128","T3"
"NUI1095","T3"
"NUI1161","T3"
"NUI1168","T3"
"NUI1156","T3"
"NUI1160","T3"
"NUI1174","T3"
"NUI1176","T3"
"NUI1170","T3"
"NUI1173","T3"
"NUI1145","T3"
"NUI1146","T2"
"NUI1143","T1"
"NUI1144","T4"
"NUI1152","T2"
"NUI1155","T3"
"NUI1147","T2"
"NUI1149","T2"
"NUI1132","T3"
"NUI1133","T2"
"NUI1126","T2"
"NUI1127","T3"
"NUI1139","T4"
"NUI1140","T3"
"NUI1134","T2"
"NUI1135","T3"
"NUI1115","T1"
"NUI1116","T1"
"NUI1112","T1"
"NUI1113","T3"
"NUI1124","T3"
"NUI1125","T3"
"NUI1117","T3"
"NUI1123","T1"
"NUI0523","T1"
"NUI0526","T3"
"NUI0542","T1"
"NUI0544","T1"
"NUI0546","T1"
"NUI0548","T1"
"NUI0529","T1"
"NUI0532","T1"
"NUI0530","T3"
"NUI0531","T3"
"NUI0520","T1"
"NUI0521","T1"
"NUI0540","T1"
"NUI0563","T4"
"NUI0535","T3"
"NUI0537","T1"
"NUI0538","T1"
"NUI0539","T1"
"NUI1378","T1"
"NUI1379","T4"
"NUI0547","T1"
"NUI0565","T1"
"NUI0541","T1"
"NUI0545","T1"
"NUI1130","T3"
"NUI1074","T3"
"NUI1178","T3"
"NUI1182","T3"
"NUI1366","T1"
"NUI1373","T1"
"NUI1157","T3"
"NUI1365","T2"
"NUI0570","T1"
"NUI0572","T1"
"NUI0568","T1"
"NUI0566","T1"
"NUI0581","T1"
"NUI0567","T1"
"NUI0573","T1"
"NUI0578","T1"
"NUI0543","T1"
"NUI0561","T3"
"NUI0534","T3"
"NUI0536","T3"
"NUI0564","T1"
"NUI0553","T3"
"NUI0556","T2"
"NUI0559","T1"
"NUI0550","T1"
"NUI0555","T1"
"NUI0533","T1"
"NUI0549","T1"
"NUI0524","T1"
"NUI0527","T3"
"NUI0560","T1"
"NUI0522","T3"
"NUI0551","T2"
"NUI0552","T1"
"NUI0557","T1"
"NUI0562","T1"
"NUI0525","T3"
"NUI0528","T1"
"NUI0554","T1"
"NUI0558","T1"
"NUI0958","T3"
"NUI0959","T2"
"NUI0955","T1"
"NUI0957","T2"
"NUI0962","T1"
"NUI0963","T3"
"NUI0960","T2"
"NUI0961","T2"
"NUI0979","T2"
"NUI0980","T2"
"NUI0977","T2"
"NUI0978","T3"
"NUI0983","T3"
"NUI0948","T1"
"NUI0981","T2"
"NUI0982","T3"
"NUI0991","T3"
"NUI0994","T1"
"NUI0582","T1"
"NUI0988","T3"
"NUI0975","T3"
"NUI0976","T2"
"NUI0995","T3"
"NUI0997","T3"
"NUI0574","T1"
"NUI0575","T1"
"NUI0569","T1"
"NUI0571","T1"
"NUI0579","T4"
"NUI0577","T4"
"NUI0576","T3"
"NUI0580","T1"
"NUI1002","T4"
"NUI1003","T4"
"NUI1000","T4"
"NUI1001","T4"
"NUI0949","T1"
"NUI0972","T3"
"NUI0996","T2"
"NUI0993","T1"
"NUI0990","T2"
"NUI0950","T1"
"NUI0987","T3"
"NUI0989","T2"
"NUI0998","T3"
"NUI0999","T4"
"NUI0967","T1"
"NUI0971","T3"
"NUI0956","T1"
"NUI0974","T1"
"NUI0953","T3"
"NUI0954","T1"
"NUI0984","T3"
"NUI0951","T1"
"NUI0985","T2"
"NUI0992","T3"
"NUI0966","T4"
"NUI0968","T3"
"NUI0964","T3"
"NUI0965","T2"
"NUI0969","T2"
"NUI0952","T1"
"NUI0970","T2"
"NUI0973","T2"
"NUI0697","T3"
"NUI0688","T3"
"NUI0699","T1"
"NUI0698","T1"
"NUI0685","T3"
"NUI0692","T3"
"NUI0687","T3"
"NUI0686","T3"
"NUI1208","T3"
"NUI1193","T3"
"NUI1209","T1"
"NUI1206","T1"
"NUI0693","T1"
"NUI0700","T1"
"NUI1205","T3"
"NUI1201","T3"
"NUI1195","T1"
"NUI1199","T1"
"NUI1204","T1"
"NUI1189","T1"
"NUI1203","T3"
"NUI1207","T4"
"NUI1200","T1"
"NUI1202","T3"
"NUI1190","T1"
"NUI1191","T3"
"NUI0986","T2"
"NUI1188","T3"
"NUI1197","T1"
"NUI1198","T1"
"NUI1192","T3"
"NUI1194","T1"
"NUI0651","T3"
"NUI0586","T2"
"NUI0663","T2"
"NUI0657","T2"
"NUI0670","T2"
"NUI0634","T3"
"NUI0672","T2"
"NUI0671","T2"
"NUI0725","T1"
"NUI0641","T3"
"NUI0675","T1"
"NUI0726","T4"
"NUI0637","T2"
"NUI0595","T1"
"NUI0640","T2"
"NUI0639","T2"
"NUI0681","T3"
"NUI0712","T4"
"NUI0683","T3"
"NUI0682","T3"
"NUI0598","T2"
"NUI0676","T1"
"NUI0608","T2"
"NUI0607","T3"
"NUI0689","T3"
"NUI0680","T3"
"NUI0691","T3"
"NUI0690","T1"
"NUI0677","T3"
"NUI0684","T3"
"NUI0679","T3"
"NUI0678","T3"
"NUI0124","T2"
"NUI0207","T2"
"NUI0130","T2"
"NUI0123","T2"
"NUI0120","T2"
"NUI0121","T2"
"NUI0125","T2"
"NUI0119","T2"
"NUI0211","T2"
"NUI0212","T2"
"NUI0209","T2"
"NUI0210","T2"
"NUI0128","T2"
"NUI0129","T2"
"NUI0126","T2"
"NUI0127","T2"
"NUI0154","T2"
"NUI0132","T2"
"NUI0152","T2"
"NUI0153","T2"
"NUI0131","T2"
"NUI0208","T2"
"NUI0149","T2"
"NUI0150","T2"
"NUI0162","T2"
"NUI0155","T2"
"NUI0160","T2"
"NUI0161","T2"
"NUI0158","T2"
"NUI0151","T2"
"NUI0156","T2"
"NUI0157","T2"
"NUI0095","T2"
"NUI0096","T2"
"NUI0093","T2"
"NUI0094","T2"
"NUI0205","T3"
"NUI0206","T2"
"NUI0088","T2"
"NUI0089","T2"
"NUI0097","T2"
"NUI0098","T2"
"NUI0103","T2"
"NUI0104","T2"
"NUI0101","T2"
"NUI0092","T2"
"NUI0099","T2"
"NUI0100","T2"
"NUI0105","T2"
"NUI0106","T2"
"NUI0112","T2"
"NUI0113","T2"
"NUI0109","T2"
"NUI0102","T3"
"NUI0107","T2"
"NUI0108","T2"
"NUI0117","T2"
"NUI0118","T2"
"NUI0122","T2"
"NUI0116","T2"
"NUI0110","T2"
"NUI0111","T2"
"NUI0114","T2"
"NUI0115","T2"
"NUI0037","T2"
"NUI0038","T2"
"NUI0036","T2"
"NUI0201","T2"
"NUI0031","T2"
"NUI0032","T2"
"NUI0029","T2"
"NUI0030","T2"
"NUI0137","T2"
"NUI0039","T2"
"NUI0135","T2"
"NUI0136","T2"
"NUI0034","T2"
"NUI0035","T2"
"NUI0040","T2"
"NUI0041","T2"
"NUI0144","T2"
"NUI0138","T2"
"NUI0142","T2"
"NUI0143","T3"
"NUI0133","T2"
"NUI0134","T2"
"NUI0213","T2"
"NUI0139","T2"
"NUI0145","T2"
"NUI0146","T3"
"NUI0090","T2"
"NUI0091","T2"
"NUI0140","T2"
"NUI0141","T2"
"NUI0147","T2"
"NUI0148","T2"
"NUI0193","T2"
"NUI0194","T3"
"NUI0198","T2"
"NUI0008","T2"
"NUI0004","T3"
"NUI0005","T2"
"NUI0195","T2"
"NUI0196","T2"
"NUI0015","T2"
"NUI0197","T3"
"NUI0013","T2"
"NUI0014","T2"
"NUI0011","T2"
"NUI0012","T3"
"NUI0009","T2"
"NUI0010","T2"
"NUI0019","T2"
"NUI0200","T2"
"NUI0022","T2"
"NUI0023","T2"
"NUI0018","T2"
"NUI0199","T2"
"NUI0016","T2"
"NUI0017","T2"
"NUI0028","T2"
"NUI0024","T2"
"NUI0033","T2"
"NUI0027","T3"
"NUI0020","T2"
"NUI0021","T2"
"NUI0025","T2"
"NUI0026","T2"
"NUI0812","T1"
"NUI0813","T1"
"NUI0810","T1"
"NUI0811","T1"
"NUI0816","T1"
"NUI0817","T1"
"NUI0814","T1"
"NUI0815","T1"
"NUI0050","T2"
"NUI0051","T2"
"NUI0048","T2"
"NUI0049","T2"
"NUI0044","T3"
"NUI0045","T3"
"NUI0042","T2"
"NUI0043","T2"
"NUI0056","T2"
"NUI0052","T3"
"NUI0001","T2"
"NUI0055","T2"
"NUI0046","T2"
"NUI0047","T2"
"NUI0053","T3"
"NUI0054","T2"
"NUI0002","T2"
"NUI0192","T2"
"NUI0006","T2"
"NUI0007","T2"
"NUI0058","T2"
"NUI0059","T2"
"NUI0003","T2"
"NUI0057","T2"
"NUI0915","T1"
"NUI0916","T1"
"NUI0912","T1"
"NUI0913","T1"
"NUI0918","T1"
"NUI0917","T2"
"NUI0920","T1"
"NUI0922","T1"
"NUI0837","T3"
"NUI0838","T1"
"NUI0847","T3"
"NUI0835","T3"
"NUI0841","T1"
"NUI0842","T1"
"NUI0839","T3"
"NUI0840","T3"
"NUI0845","T3"
"NUI0844","T4"
"NUI0829","T1"
"NUI0830","T1"
"NUI0836","T3"
"NUI0846","T3"
"NUI0849","T3"
"NUI0848","T1"
"NUI0821","T3"
"NUI0822","T3"
"NUI0818","T3"
"NUI0819","T1"
"NUI0825","T1"
"NUI0826","T1"
"NUI0823","T1"
"NUI0824","T1"
"NUI1094","T1"
"NUI1098","T3"
"NUI1090","T1"
"NUI1091","T3"
"NUI1103","T1"
"NUI1104","T1"
"NUI1100","T3"
"NUI1102","T1"
"NUI1111","T3"
"NUI1114","T1"
"NUI1070","T1"
"NUI1099","T3"
"NUI1086","T3"
"NUI1087","T3"
"NUI1069","T1"
"NUI1073","T1"
"NUI1054","T1"
"NUI1183","T4"
"NUI1052","T3"
"NUI1055","T1"
"NUI1187","T3"
"NUI1186","T3"
"NUI1184","T1"
"NUI1185","T3"
"NUI0932","T3"
"NUI0933","T4"
"NUI0921","T1"
"NUI0923","T4"
"NUI0934","T1"
"NUI1053","T3"
"NUI0936","T3"
"NUI0935","T1"
"NUI1180","T1"
"NUI1181","T1"
"NUI1177","T3"
"NUI1179","T3"
"NUI1163","T3"
"NUI1153","T2"
"NUI1080","T3"
"NUI1092","T1"
"NUI1165","T3"
"NUI1166","T3"
"NUI1159","T3"
"NUI1162","T3"
"NUI1172","T1"
"NUI1175","T3"
"NUI1167","T1"
"NUI1169","T1"
"NUI1142","T3"
"NUI1148","T3"
"NUI1137","T3"
"NUI1138","T3"
"NUI1154","T3"
"NUI1158","T3"
"NUI1150","T1"
"NUI1151","T1"
"NUI1119","T1"
"NUI1120","T3"
"NUI1108","T1"
"NUI1118","T3"
"NUI1131","T3"
"NUI1136","T3"
"NUI1121","T3"
"NUI1122","T1"
"NUI0305","T2"
"NUI0306","T2"
"NUI0303","T2"
"NUI0304","T2"
"NUI0309","T2"
"NUI0310","T2"
"NUI0307","T2"
"NUI0308","T3"
"NUI0297","T2"
"NUI0298","T2"
"NUI0295","T3"
"NUI0296","T2"
"NUI0301","T2"
"NUI0302","T2"
"NUI0299","T3"
"NUI0300","T2"
"NUI0289","T2"
"NUI0290","T3"
"NUI0287","T3"
"NUI0288","T3"
"NUI0293","T2"
"NUI0294","T2"
"NUI0291","T3"
"NUI0292","T2"
"NUI0281","T2"
"NUI0282","T3"
"NUI0279","T2"
"NUI0280","T2"
"NUI0285","T2"
"NUI0286","T3"
"NUI0283","T2"
"NUI0284","T2"
"NUI0338","T2"
"NUI0339","T3"
"NUI0336","T2"
"NUI0337","T3"
"NUI0343","T3"
"NUI0344","T3"
"NUI0340","T3"
"NUI0342","T2"
"NUI0330","T2"
"NUI0331","T1"
"NUI0328","T2"
"NUI0329","T3"
"NUI0334","T2"
"NUI0335","T3"
"NUI0332","T2"
"NUI0333","T2"
"NUI0321","T1"
"NUI0322","T2"
"NUI0319","T3"
"NUI0320","T1"
"NUI0326","T2"
"NUI0327","T2"
"NUI0324","T2"
"NUI0325","T2"
"NUI0313","T2"
"NUI0314","T1"
"NUI0311","T2"
"NUI0312","T2"
"NUI0317","T1"
"NUI0318","T3"
"NUI0315","T3"
"NUI0316","T2"
"NUI0370","T3"
"NUI0371","T2"
"NUI0369","T2"
"NUI0341","T3"
"NUI0374","T2"
"NUI0375","T3"
"NUI0372","T3"
"NUI0373","T3"
"NUI0363","T3"
"NUI0364","T2"
"NUI0361","T3"
"NUI0362","T2"
"NUI0367","T2"
"NUI0368","T2"
"NUI0365","T2"
"NUI0366","T2"
"NUI0355","T2"
"NUI0356","T2"
"NUI0353","T2"
"NUI0354","T3"
"NUI0359","T2"
"NUI0360","T2"
"NUI0357","T2"
"NUI0358","T3"
"NUI0347","T2"
"NUI0348","T2"
"NUI0345","T3"
"NUI0346","T3"
"NUI0351","T2"
"NUI0352","T2"
"NUI0349","T2"
"NUI0350","T3"
"NUI0401","T3"
"NUI0402","T3"
"NUI0399","T2"
"NUI0400","T4"
"NUI0261","T2"
"NUI0255","T2"
"NUI0264","T2"
"NUI0260","T2"
"NUI0323","T2"
"NUI0394","T3"
"NUI0392","T2"
"NUI0393","T2"
"NUI0397","T3"
"NUI0398","T2"
"NUI0395","T3"
"NUI0396","T2"
"NUI0386","T3"
"NUI0387","T2"
"NUI0384","T3"
"NUI0385","T3"
"NUI0390","T2"
"NUI0391","T3"
"NUI0388","T2"
"NUI0389","T2"
"NUI0378","T2"
"NUI0379","T2"
"NUI0376","T2"
"NUI0377","T2"
"NUI0382","T2"
"NUI0383","T3"
"NUI0380","T2"
"NUI0381","T2"
"NUI0269","T1"
"NUI0252","T3"
"NUI0243","T2"
"NUI0236","T2"
"NUI0226","T1"
"NUI0227","T2"
"NUI0253","T2"
"NUI0254","T2"
"NUI0237","T2"
"NUI0238","T3"
"NUI0247","T2"
"NUI0258","T1"
"NUI0241","T3"
"NUI0242","T3"
"NUI0239","T3"
"NUI0240","T3"
"NUI0250","T3"
"NUI0270","T2"
"NUI0248","T2"
"NUI0249","T1"
"NUI0245","T1"
"NUI0246","T2"
"NUI0271","T1"
"NUI0244","T1"
"NUI0272","T1"
"NUI0273","T2"
"NUI0262","T2"
"NUI0263","T2"
"NUI0257","T3"
"NUI0259","T2"
"NUI0276","T2"
"NUI0256","T3"
"NUI0404","T2"
"NUI0405","T3"
"NUI0277","T3"
"NUI0403","T3"
"NUI0408","T2"
"NUI0216","T2"
"NUI0407","T2"
"NUI0406","T2"
"NUI0231","T3"
"NUI0274","T2"
"NUI0229","T2"
"NUI0230","T3"
"NUI0218","T3"
"NUI0275","T3"
"NUI0265","T2"
"NUI0219","T2"
"NUI0232","T2"
"NUI0233","T1"
"NUI0266","T1"
"NUI0220","T2"
"NUI0268","T2"
"NUI0228","T2"
"NUI0234","T1"
"NUI0235","T2"
"NUI0278","T2"
"NUI0267","T2"
"NUI0251","T2"
"NUI0225","T1"
"NUI0223","T2"
"NUI0224","T2"
"NUI0221","T2"
"NUI0222","T1"
"NUI0074","T2"
"NUI0075","T2"
"NUI0084","T2"
"NUI0073","T3"
"NUI0078","T2"
"NUI0079","T2"
"NUI0076","T2"
"NUI0077","T2"
"NUI0086","T2"
"NUI0204","T2"
"NUI0069","T2"
"NUI0085","T2"
"NUI0082","T3"
"NUI0083","T2"
"NUI0080","T2"
"NUI0081","T2"
"NUI0187","T2"
"NUI0070","T2"
"NUI0191","T2"
"NUI0186","T3"
"NUI0062","T2"
"NUI0087","T2"
"NUI0060","T2"
"NUI0061","T2"
"NUI0188","T3"
"NUI0189","T4"
"NUI0217","T2"
"NUI0215","T2"
"NUI0064","T2"
"NUI0185","T2"
"NUI0190","T2"
"NUI0063","T2"
"NUI0167","T2"
"NUI0168","T2"
"NUI0170","T2"
"NUI0166","T2"
"NUI0165","T2"
"NUI0159","T2"
"NUI0163","T2"
"NUI0164","T2"
"NUI0178","T2"
"NUI0214","T2"
"NUI0176","T2"
"NUI0177","T2"
"NUI0173","T2"
"NUI0169","T2"
"NUI0171","T2"
"NUI0172","T2"
"NUI0181","T2"
"NUI0182","T2"
"NUI0179","T2"
"NUI0180","T2"
"NUI0174","T2"
"NUI0175","T2"
"NUI0183","T2"
"NUI0184","T2"
"NUI0065","T3"
"NUI0202","T2"
"NUI0071","T2"
"NUI0072","T2"
"NUI0067","T2"
"NUI0068","T2"
"NUI0203","T3"
"NUI0066","T2"
"NUI0704","T1"
"NUI0703","T1"
"NUI0717","T1"
"NUI0716","T1"
"NUI0709","T1"
"NUI0708","T1"
"NUI0702","T1"
"NUI0701","T1"
"NUI0715","T1"
"NUI0714","T1"
"NUI0707","T1"
"NUI0724","T1"
"NUI0719","T3"
"NUI0718","T3"
"NUI0711","T1"
"NUI0710","T1"
"NUI0723","T3"
"NUI0722","T3"
"NUI0434","T2"
"NUI0444","T2"
"NUI0730","T1"
"NUI0713","T1"
"NUI0721","T3"
"NUI0720","T3"
"NUI0457","T2"
"NUI0431","T2"
"NUI0465","T3"
"NUI0426","T2"
"NUI0443","T2"
"NUI0432","T2"
"NUI0452","T2"
"NUI0409","T3"
"NUI1255","T3"
"NUI1256","T3"
"NUI1253","T2"
"NUI1254","T3"
"NUI1259","T1"
"NUI1260","T3"
"NUI1257","T2"
"NUI1258","T1"
"NUI1247","T3"
"NUI1248","T2"
"NUI1245","T2"
"NUI1246","T2"
"NUI1251","T2"
"NUI1252","T3"
"NUI1249","T2"
"NUI1250","T2"
"NUI1239","T3"
"NUI1240","T1"
"NUI1237","T3"
"NUI1238","T2"
"NUI1243","T2"
"NUI1244","T2"
"NUI1241","T2"
"NUI1242","T3"
"NUI0696","T3"
"NUI0695","T3"
"NUI0706","T1"
"NUI0705","T3"
"NUI1401","T3"
"NUI1236","T2"
"NUI0694","T3"
"NUI1196","T1"
"NUI1287","T4"
"NUI1288","T4"
"NUI1285","T3"
"NUI1286","T2"
"NUI1291","T2"
"NUI1292","T3"
"NUI1289","T3"
"NUI1290","T2"
"NUI1279","T2"
"NUI1280","T2"
"NUI1277","T3"
"NUI1278","T2"
"NUI1283","T3"
"NUI1284","T2"
"NUI1281","T2"
"NUI1282","T2"
"NUI1271","T2"
"NUI1272","T2"
"NUI1269","T3"
"NUI1270","T3"
"NUI1275","T2"
"NUI1276","T3"
"NUI1273","T3"
"NUI1274","T3"
"NUI1263","T2"
"NUI1264","T2"
"NUI1261","T3"
"NUI1262","T3"
"NUI1267","T4"
"NUI1268","T3"
"NUI1265","T2"
"NUI1266","T3"
"NUI1319","T1"
"NUI1320","T1"
"NUI1317","T1"
"NUI1318","T1"
"NUI1323","T3"
"NUI1324","T4"
"NUI1321","T3"
"NUI1322","T1"
"NUI1311","T1"
"NUI1312","T3"
"NUI1309","T4"
"NUI1310","T3"
"NUI1315","T1"
"NUI1316","T1"
"NUI1313","T3"
"NUI1314","T3"
"NUI1303","T3"
"NUI1304","T1"
"NUI1301","T1"
"NUI1302","T1"
"NUI1307","T1"
"NUI1308","T3"
"NUI1305","T4"
"NUI1306","T3"
"NUI1295","T4"
"NUI1296","T2"
"NUI1293","T1"
"NUI1294","T2"
"NUI1299","T2"
"NUI1300","T1"
"NUI1297","T1"
"NUI1298","T3"
"NUI4765","T2"
"NUI4766","T2"
"NUI4763","T2"
"NUI4764","T2"
"NUI4769","T2"
"NUI4770","T2"
"NUI4767","T2"
"NUI4768","T2"
"NUI4757","T2"
"NUI4758","T2"
"NUI4755","T2"
"NUI4756","T4"
"NUI4761","T2"
"NUI4762","T3"
"NUI4759","T4"
"NUI4760","T3"
"NUI4749","T2"
"NUI4750","T2"
"NUI4747","T4"
"NUI4748","T2"
"NUI4753","T2"
"NUI4754","T2"
"NUI4751","T3"
"NUI4752","T2"
"NUI4741","T1"
"NUI4742","T3"
"NUI4739","T4"
"NUI4740","T2"
"NUI4745","T2"
"NUI4746","T4"
"NUI4743","T2"
"NUI4744","T2"
"NUI4797","T2"
"NUI4798","T3"
"NUI4795","T4"
"NUI4796","T2"
"NUI4801","T3"
"NUI4802","T2"
"NUI4799","T3"
"NUI4800","T2"
"NUI4789","T2"
"NUI4790","T2"
"NUI4787","T3"
"NUI4788","T3"
"NUI4793","T1"
"NUI4794","T2"
"NUI4791","T2"
"NUI4792","T2"
"NUI4781","T2"
"NUI4782","T2"
"NUI4779","T2"
"NUI4780","T2"
"NUI4785","T2"
"NUI4786","T2"
"NUI4783","T2"
"NUI4784","T4"
"NUI4773","T4"
"NUI4774","T3"
"NUI4771","T4"
"NUI4772","T4"
"NUI4777","T3"
"NUI4778","T3"
"NUI4775","T3"
"NUI4776","T2"
"NUI4829","T2"
"NUI4830","T2"
"NUI4827","T2"
